"","city","type","GEOID","racial_majority","filings_2020","filings_avg","last_updated","xcourtcofips","md","month","year"
"2372","Kansas City, MO","Census Tract","29095007700","Black",1,5.5,"2024-08-10",NA,2021-08-01,8,2021
"2373","Kansas City, MO","Census Tract","29095007700","Black",4,6.5,"2024-08-10",NA,2021-09-01,9,2021
"2374","Kansas City, MO","Census Tract","29095007700","Black",7,3,"2024-08-10",NA,2021-10-01,10,2021
"2375","Kansas City, MO","Census Tract","29095007700","Black",2,3.25,"2024-08-10",NA,2021-11-01,11,2021
"2376","Kansas City, MO","Census Tract","29095007700","Black",4,4,"2024-08-10",NA,2021-12-01,12,2021
"2377","Kansas City, MO","Census Tract","29095007700","Black",2,3.25,"2024-08-10",NA,2022-01-01,1,2022
"2378","Kansas City, MO","Census Tract","29095007700","Black",8,4,"2024-08-10",NA,2022-02-01,2,2022
"2379","Kansas City, MO","Census Tract","29095007700","Black",3,5.5,"2024-08-10",NA,2022-03-01,3,2022
"2380","Kansas City, MO","Census Tract","29095007700","Black",2,5.75,"2024-08-10",NA,2022-04-01,4,2022
"2381","Kansas City, MO","Census Tract","29095007700","Black",3,5,"2024-08-10",NA,2022-05-01,5,2022
"2382","Kansas City, MO","Census Tract","29095007700","Black",11,6,"2024-08-10",NA,2022-06-01,6,2022
"2383","Kansas City, MO","Census Tract","29095007700","Black",6,4.25,"2024-08-10",NA,2022-07-01,7,2022
"2384","Kansas City, MO","Census Tract","29095007700","Black",0,5.5,"2024-08-10",NA,2022-08-01,8,2022
"2385","Kansas City, MO","Census Tract","29095007700","Black",9,6.5,"2024-08-10",NA,2022-09-01,9,2022
"2386","Kansas City, MO","Census Tract","29095007700","Black",12,3,"2024-08-10",NA,2022-10-01,10,2022
"2387","Kansas City, MO","Census Tract","29095007700","Black",4,3.25,"2024-08-10",NA,2022-11-01,11,2022
"2388","Kansas City, MO","Census Tract","29095007700","Black",3,4,"2024-08-10",NA,2022-12-01,12,2022
"2389","Kansas City, MO","Census Tract","29095007700","Black",13,3.25,"2024-08-10",NA,2023-01-01,1,2023
"2390","Kansas City, MO","Census Tract","29095007700","Black",1,4,"2024-08-10",NA,2023-02-01,2,2023
"2391","Kansas City, MO","Census Tract","29095007700","Black",6,5.5,"2024-08-10",NA,2023-03-01,3,2023
"2392","Kansas City, MO","Census Tract","29095007700","Black",6,5.75,"2024-08-10",NA,2023-04-01,4,2023
"2393","Kansas City, MO","Census Tract","29095007700","Black",3,5,"2024-08-10",NA,2023-05-01,5,2023
"2394","Kansas City, MO","Census Tract","29095007700","Black",7,6,"2024-08-10",NA,2023-06-01,6,2023
"2395","Kansas City, MO","Census Tract","29095007700","Black",2,4.25,"2024-08-10",NA,2023-07-01,7,2023
"2396","Kansas City, MO","Census Tract","29095007700","Black",9,5.5,"2024-08-10",NA,2023-08-01,8,2023
"2397","Kansas City, MO","Census Tract","29095007700","Black",0,6.5,"2024-08-10",NA,2023-09-01,9,2023
"2398","Kansas City, MO","Census Tract","29095007700","Black",12,3,"2024-08-10",NA,2023-10-01,10,2023
"2399","Kansas City, MO","Census Tract","29095007700","Black",0,3.25,"2024-08-10",NA,2023-11-01,11,2023
"2400","Kansas City, MO","Census Tract","29095007700","Black",2,4,"2024-08-10",NA,2023-12-01,12,2023
"2401","Kansas City, MO","Census Tract","29095007700","Black",4,3.25,"2024-08-10",NA,2024-01-01,1,2024
"2402","Kansas City, MO","Census Tract","29095007700","Black",3,4,"2024-08-10",NA,2024-02-01,2,2024
"2403","Kansas City, MO","Census Tract","29095007700","Black",1,5.5,"2024-08-10",NA,2024-03-01,3,2024
"2404","Kansas City, MO","Census Tract","29095007700","Black",3,5.75,"2024-08-10",NA,2024-04-01,4,2024
"2405","Kansas City, MO","Census Tract","29095007700","Black",9,5,"2024-08-10",NA,2024-05-01,5,2024
"2406","Kansas City, MO","Census Tract","29095007700","Black",7,6,"2024-08-10",NA,2024-06-01,6,2024
"2407","Kansas City, MO","Census Tract","29095007700","Black",10,4.25,"2024-08-10",NA,2024-07-01,7,2024
"2408","Kansas City, MO","Census Tract","29095007700","Black",0,1.25,"2024-08-10",NA,2024-08-01,8,2024
"2409","Kansas City, MO","Census Tract","29095007802","Black",5,1.75,"2024-08-10",NA,2020-01-01,1,2020
"2410","Kansas City, MO","Census Tract","29095007802","Black",1,4.25,"2024-08-10",NA,2020-02-01,2,2020
"2411","Kansas City, MO","Census Tract","29095007802","Black",1,3,"2024-08-10",NA,2020-03-01,3,2020
"2412","Kansas City, MO","Census Tract","29095007802","Black",1,2.75,"2024-08-10",NA,2020-04-01,4,2020
"2413","Kansas City, MO","Census Tract","29095007802","Black",0,4,"2024-08-10",NA,2020-05-01,5,2020
"2414","Kansas City, MO","Census Tract","29095007802","Black",5,3.5,"2024-08-10",NA,2020-06-01,6,2020
"2415","Kansas City, MO","Census Tract","29095007802","Black",4,5.75,"2024-08-10",NA,2020-07-01,7,2020
"2416","Kansas City, MO","Census Tract","29095007802","Black",2,4.5,"2024-08-10",NA,2020-08-01,8,2020
"2417","Kansas City, MO","Census Tract","29095007802","Black",0,5.25,"2024-08-10",NA,2020-09-01,9,2020
"2418","Kansas City, MO","Census Tract","29095007802","Black",0,3.75,"2024-08-10",NA,2020-10-01,10,2020
"2419","Kansas City, MO","Census Tract","29095007802","Black",1,4,"2024-08-10",NA,2020-11-01,11,2020
"2420","Kansas City, MO","Census Tract","29095007802","Black",0,3.75,"2024-08-10",NA,2020-12-01,12,2020
"2421","Kansas City, MO","Census Tract","29095007802","Black",1,1.75,"2024-08-10",NA,2021-01-01,1,2021
"2422","Kansas City, MO","Census Tract","29095007802","Black",0,4.25,"2024-08-10",NA,2021-02-01,2,2021
"2423","Kansas City, MO","Census Tract","29095007802","Black",1,3,"2024-08-10",NA,2021-03-01,3,2021
"2424","Kansas City, MO","Census Tract","29095007802","Black",1,2.75,"2024-08-10",NA,2021-04-01,4,2021
"2425","Kansas City, MO","Census Tract","29095007802","Black",1,4,"2024-08-10",NA,2021-05-01,5,2021
"2426","Kansas City, MO","Census Tract","29095007802","Black",0,3.5,"2024-08-10",NA,2021-06-01,6,2021
"2427","Kansas City, MO","Census Tract","29095007802","Black",3,5.75,"2024-08-10",NA,2021-07-01,7,2021
"2428","Kansas City, MO","Census Tract","29095007802","Black",0,4.5,"2024-08-10",NA,2021-08-01,8,2021
"2429","Kansas City, MO","Census Tract","29095007802","Black",1,5.25,"2024-08-10",NA,2021-09-01,9,2021
"2430","Kansas City, MO","Census Tract","29095007802","Black",1,3.75,"2024-08-10",NA,2021-10-01,10,2021
"2431","Kansas City, MO","Census Tract","29095007802","Black",1,4,"2024-08-10",NA,2021-11-01,11,2021
"2432","Kansas City, MO","Census Tract","29095007802","Black",2,3.75,"2024-08-10",NA,2021-12-01,12,2021
"2433","Kansas City, MO","Census Tract","29095007802","Black",1,1.75,"2024-08-10",NA,2022-01-01,1,2022
"2434","Kansas City, MO","Census Tract","29095007802","Black",3,4.25,"2024-08-10",NA,2022-02-01,2,2022
"2435","Kansas City, MO","Census Tract","29095007802","Black",5,3,"2024-08-10",NA,2022-03-01,3,2022
"2436","Kansas City, MO","Census Tract","29095007802","Black",2,2.75,"2024-08-10",NA,2022-04-01,4,2022
"2437","Kansas City, MO","Census Tract","29095007802","Black",1,4,"2024-08-10",NA,2022-05-01,5,2022
"2438","Kansas City, MO","Census Tract","29095007802","Black",3,3.5,"2024-08-10",NA,2022-06-01,6,2022
"2439","Kansas City, MO","Census Tract","29095007802","Black",3,5.75,"2024-08-10",NA,2022-07-01,7,2022
"2440","Kansas City, MO","Census Tract","29095007802","Black",3,4.5,"2024-08-10",NA,2022-08-01,8,2022
"2441","Kansas City, MO","Census Tract","29095007802","Black",1,5.25,"2024-08-10",NA,2022-09-01,9,2022
"2442","Kansas City, MO","Census Tract","29095007802","Black",2,3.75,"2024-08-10",NA,2022-10-01,10,2022
"2443","Kansas City, MO","Census Tract","29095007802","Black",0,4,"2024-08-10",NA,2022-11-01,11,2022
"2444","Kansas City, MO","Census Tract","29095007802","Black",0,3.75,"2024-08-10",NA,2022-12-01,12,2022
"2445","Kansas City, MO","Census Tract","29095007802","Black",4,1.75,"2024-08-10",NA,2023-01-01,1,2023
"2446","Kansas City, MO","Census Tract","29095007802","Black",4,4.25,"2024-08-10",NA,2023-02-01,2,2023
"2447","Kansas City, MO","Census Tract","29095007802","Black",6,3,"2024-08-10",NA,2023-03-01,3,2023
"2448","Kansas City, MO","Census Tract","29095007802","Black",1,2.75,"2024-08-10",NA,2023-04-01,4,2023
"2449","Kansas City, MO","Census Tract","29095007802","Black",2,4,"2024-08-10",NA,2023-05-01,5,2023
"2450","Kansas City, MO","Census Tract","29095007802","Black",4,3.5,"2024-08-10",NA,2023-06-01,6,2023
"2451","Kansas City, MO","Census Tract","29095007802","Black",5,5.75,"2024-08-10",NA,2023-07-01,7,2023
"2452","Kansas City, MO","Census Tract","29095007802","Black",5,4.5,"2024-08-10",NA,2023-08-01,8,2023
"2453","Kansas City, MO","Census Tract","29095007802","Black",1,5.25,"2024-08-10",NA,2023-09-01,9,2023
"2454","Kansas City, MO","Census Tract","29095007802","Black",1,3.75,"2024-08-10",NA,2023-10-01,10,2023
"2455","Kansas City, MO","Census Tract","29095007802","Black",2,4,"2024-08-10",NA,2023-11-01,11,2023
"2456","Kansas City, MO","Census Tract","29095007802","Black",2,3.75,"2024-08-10",NA,2023-12-01,12,2023
"2457","Kansas City, MO","Census Tract","29095007802","Black",11,1.75,"2024-08-10",NA,2024-01-01,1,2024
"2458","Kansas City, MO","Census Tract","29095007802","Black",4,4.25,"2024-08-10",NA,2024-02-01,2,2024
"2459","Kansas City, MO","Census Tract","29095007802","Black",5,3,"2024-08-10",NA,2024-03-01,3,2024
"2460","Kansas City, MO","Census Tract","29095007802","Black",1,2.75,"2024-08-10",NA,2024-04-01,4,2024
"2461","Kansas City, MO","Census Tract","29095007802","Black",5,4,"2024-08-10",NA,2024-05-01,5,2024
"2462","Kansas City, MO","Census Tract","29095007802","Black",4,3.5,"2024-08-10",NA,2024-06-01,6,2024
"2463","Kansas City, MO","Census Tract","29095007802","Black",2,5.75,"2024-08-10",NA,2024-07-01,7,2024
"2464","Kansas City, MO","Census Tract","29095007802","Black",0,1.25,"2024-08-10",NA,2024-08-01,8,2024
"2465","Kansas City, MO","Census Tract","29095007900","Black",13,7.5,"2024-08-10",NA,2020-01-01,1,2020
"2466","Kansas City, MO","Census Tract","29095007900","Black",0,6.75,"2024-08-10",NA,2020-02-01,2,2020
"2467","Kansas City, MO","Census Tract","29095007900","Black",1,5.75,"2024-08-10",NA,2020-03-01,3,2020
"2468","Kansas City, MO","Census Tract","29095007900","Black",2,5.25,"2024-08-10",NA,2020-04-01,4,2020
"2469","Kansas City, MO","Census Tract","29095007900","Black",0,6.25,"2024-08-10",NA,2020-05-01,5,2020
"2470","Kansas City, MO","Census Tract","29095007900","Black",3,6,"2024-08-10",NA,2020-06-01,6,2020
"2471","Kansas City, MO","Census Tract","29095007900","Black",2,7,"2024-08-10",NA,2020-07-01,7,2020
"2472","Kansas City, MO","Census Tract","29095007900","Black",5,9.5,"2024-08-10",NA,2020-08-01,8,2020
"2473","Kansas City, MO","Census Tract","29095007900","Black",2,6.75,"2024-08-10",NA,2020-09-01,9,2020
"2474","Kansas City, MO","Census Tract","29095007900","Black",0,7.25,"2024-08-10",NA,2020-10-01,10,2020
"2475","Kansas City, MO","Census Tract","29095007900","Black",2,7.5,"2024-08-10",NA,2020-11-01,11,2020
"2476","Kansas City, MO","Census Tract","29095007900","Black",6,5.5,"2024-08-10",NA,2020-12-01,12,2020
"2477","Kansas City, MO","Census Tract","29095007900","Black",1,7.5,"2024-08-10",NA,2021-01-01,1,2021
"2478","Kansas City, MO","Census Tract","29095007900","Black",2,6.75,"2024-08-10",NA,2021-02-01,2,2021
"2479","Kansas City, MO","Census Tract","29095007900","Black",4,5.75,"2024-08-10",NA,2021-03-01,3,2021
"2480","Kansas City, MO","Census Tract","29095007900","Black",1,5.25,"2024-08-10",NA,2021-04-01,4,2021
"2481","Kansas City, MO","Census Tract","29095007900","Black",2,6.25,"2024-08-10",NA,2021-05-01,5,2021
"2482","Kansas City, MO","Census Tract","29095007900","Black",8,6,"2024-08-10",NA,2021-06-01,6,2021
"2483","Kansas City, MO","Census Tract","29095007900","Black",3,7,"2024-08-10",NA,2021-07-01,7,2021
"2484","Kansas City, MO","Census Tract","29095007900","Black",3,9.5,"2024-08-10",NA,2021-08-01,8,2021
"2485","Kansas City, MO","Census Tract","29095007900","Black",5,6.75,"2024-08-10",NA,2021-09-01,9,2021
"2486","Kansas City, MO","Census Tract","29095007900","Black",2,7.25,"2024-08-10",NA,2021-10-01,10,2021
"2487","Kansas City, MO","Census Tract","29095007900","Black",0,7.5,"2024-08-10",NA,2021-11-01,11,2021
"2488","Kansas City, MO","Census Tract","29095007900","Black",5,5.5,"2024-08-10",NA,2021-12-01,12,2021
"2489","Kansas City, MO","Census Tract","29095007900","Black",1,7.5,"2024-08-10",NA,2022-01-01,1,2022
"2490","Kansas City, MO","Census Tract","29095007900","Black",1,6.75,"2024-08-10",NA,2022-02-01,2,2022
"2491","Kansas City, MO","Census Tract","29095007900","Black",3,5.75,"2024-08-10",NA,2022-03-01,3,2022
"2492","Kansas City, MO","Census Tract","29095007900","Black",7,5.25,"2024-08-10",NA,2022-04-01,4,2022
"2493","Kansas City, MO","Census Tract","29095007900","Black",2,6.25,"2024-08-10",NA,2022-05-01,5,2022
"2494","Kansas City, MO","Census Tract","29095007900","Black",4,6,"2024-08-10",NA,2022-06-01,6,2022
"2495","Kansas City, MO","Census Tract","29095007900","Black",6,7,"2024-08-10",NA,2022-07-01,7,2022
"2496","Kansas City, MO","Census Tract","29095007900","Black",5,9.5,"2024-08-10",NA,2022-08-01,8,2022
"2497","Kansas City, MO","Census Tract","29095007900","Black",3,6.75,"2024-08-10",NA,2022-09-01,9,2022
"2498","Kansas City, MO","Census Tract","29095007900","Black",2,7.25,"2024-08-10",NA,2022-10-01,10,2022
"2499","Kansas City, MO","Census Tract","29095007900","Black",4,7.5,"2024-08-10",NA,2022-11-01,11,2022
"2500","Kansas City, MO","Census Tract","29095007900","Black",7,5.5,"2024-08-10",NA,2022-12-01,12,2022
"2501","Kansas City, MO","Census Tract","29095007900","Black",2,7.5,"2024-08-10",NA,2023-01-01,1,2023
"2502","Kansas City, MO","Census Tract","29095007900","Black",8,6.75,"2024-08-10",NA,2023-02-01,2,2023
"2503","Kansas City, MO","Census Tract","29095007900","Black",7,5.75,"2024-08-10",NA,2023-03-01,3,2023
"2504","Kansas City, MO","Census Tract","29095007900","Black",8,5.25,"2024-08-10",NA,2023-04-01,4,2023
"2505","Kansas City, MO","Census Tract","29095007900","Black",2,6.25,"2024-08-10",NA,2023-05-01,5,2023
"2506","Kansas City, MO","Census Tract","29095007900","Black",3,6,"2024-08-10",NA,2023-06-01,6,2023
"2507","Kansas City, MO","Census Tract","29095007900","Black",12,7,"2024-08-10",NA,2023-07-01,7,2023
"2508","Kansas City, MO","Census Tract","29095007900","Black",6,9.5,"2024-08-10",NA,2023-08-01,8,2023
"2509","Kansas City, MO","Census Tract","29095007900","Black",0,6.75,"2024-08-10",NA,2023-09-01,9,2023
"2510","Kansas City, MO","Census Tract","29095007900","Black",14,7.25,"2024-08-10",NA,2023-10-01,10,2023
"2511","Kansas City, MO","Census Tract","29095007900","Black",4,7.5,"2024-08-10",NA,2023-11-01,11,2023
"2512","Kansas City, MO","Census Tract","29095007900","Black",5,5.5,"2024-08-10",NA,2023-12-01,12,2023
"2513","Kansas City, MO","Census Tract","29095007900","Black",7,7.5,"2024-08-10",NA,2024-01-01,1,2024
"2514","Kansas City, MO","Census Tract","29095007900","Black",13,6.75,"2024-08-10",NA,2024-02-01,2,2024
"2515","Kansas City, MO","Census Tract","29095007900","Black",5,5.75,"2024-08-10",NA,2024-03-01,3,2024
"2516","Kansas City, MO","Census Tract","29095007900","Black",4,5.25,"2024-08-10",NA,2024-04-01,4,2024
"2517","Kansas City, MO","Census Tract","29095007900","Black",4,6.25,"2024-08-10",NA,2024-05-01,5,2024
"2518","Kansas City, MO","Census Tract","29095007900","Black",7,6,"2024-08-10",NA,2024-06-01,6,2024
"2519","Kansas City, MO","Census Tract","29095007900","Black",10,7,"2024-08-10",NA,2024-07-01,7,2024
"2520","Kansas City, MO","Census Tract","29095007900","Black",0,3,"2024-08-10",NA,2024-08-01,8,2024
"2521","Kansas City, MO","Census Tract","29095008000","Black",10,6,"2024-08-10",NA,2020-01-01,1,2020
"2522","Kansas City, MO","Census Tract","29095008000","Black",6,6.25,"2024-08-10",NA,2020-02-01,2,2020
"2523","Kansas City, MO","Census Tract","29095008000","Black",3,11,"2024-08-10",NA,2020-03-01,3,2020
"2524","Kansas City, MO","Census Tract","29095008000","Black",6,6.75,"2024-08-10",NA,2020-04-01,4,2020
"2525","Kansas City, MO","Census Tract","29095008000","Black",2,9.5,"2024-08-10",NA,2020-05-01,5,2020
"2526","Kansas City, MO","Census Tract","29095008000","Black",0,11.25,"2024-08-10",NA,2020-06-01,6,2020
"2527","Kansas City, MO","Census Tract","29095008000","Black",2,13.5,"2024-08-10",NA,2020-07-01,7,2020
"2528","Kansas City, MO","Census Tract","29095008000","Black",19,9,"2024-08-10",NA,2020-08-01,8,2020
"2529","Kansas City, MO","Census Tract","29095008000","Black",11,10.75,"2024-08-10",NA,2020-09-01,9,2020
"2530","Kansas City, MO","Census Tract","29095008000","Black",3,8,"2024-08-10",NA,2020-10-01,10,2020
"2531","Kansas City, MO","Census Tract","29095008000","Black",8,6.5,"2024-08-10",NA,2020-11-01,11,2020
"2532","Kansas City, MO","Census Tract","29095008000","Black",6,9.75,"2024-08-10",NA,2020-12-01,12,2020
"2533","Kansas City, MO","Census Tract","29095008000","Black",0,6,"2024-08-10",NA,2021-01-01,1,2021
"2534","Kansas City, MO","Census Tract","29095008000","Black",0,6.25,"2024-08-10",NA,2021-02-01,2,2021
"2535","Kansas City, MO","Census Tract","29095008000","Black",6,11,"2024-08-10",NA,2021-03-01,3,2021
"2536","Kansas City, MO","Census Tract","29095008000","Black",1,6.75,"2024-08-10",NA,2021-04-01,4,2021
"2537","Kansas City, MO","Census Tract","29095008000","Black",11,9.5,"2024-08-10",NA,2021-05-01,5,2021
"2538","Kansas City, MO","Census Tract","29095008000","Black",2,11.25,"2024-08-10",NA,2021-06-01,6,2021
"2539","Kansas City, MO","Census Tract","29095008000","Black",1,13.5,"2024-08-10",NA,2021-07-01,7,2021
"2540","Kansas City, MO","Census Tract","29095008000","Black",7,9,"2024-08-10",NA,2021-08-01,8,2021
"2541","Kansas City, MO","Census Tract","29095008000","Black",7,10.75,"2024-08-10",NA,2021-09-01,9,2021
"2542","Kansas City, MO","Census Tract","29095008000","Black",5,8,"2024-08-10",NA,2021-10-01,10,2021
"2543","Kansas City, MO","Census Tract","29095008000","Black",11,6.5,"2024-08-10",NA,2021-11-01,11,2021
"2544","Kansas City, MO","Census Tract","29095008000","Black",3,9.75,"2024-08-10",NA,2021-12-01,12,2021
"2545","Kansas City, MO","Census Tract","29095008000","Black",14,6,"2024-08-10",NA,2022-01-01,1,2022
"2546","Kansas City, MO","Census Tract","29095008000","Black",5,6.25,"2024-08-10",NA,2022-02-01,2,2022
"2547","Kansas City, MO","Census Tract","29095008000","Black",10,11,"2024-08-10",NA,2022-03-01,3,2022
"2548","Kansas City, MO","Census Tract","29095008000","Black",12,6.75,"2024-08-10",NA,2022-04-01,4,2022
"2549","Kansas City, MO","Census Tract","29095008000","Black",11,9.5,"2024-08-10",NA,2022-05-01,5,2022
"2550","Kansas City, MO","Census Tract","29095008000","Black",3,11.25,"2024-08-10",NA,2022-06-01,6,2022
"2551","Kansas City, MO","Census Tract","29095008000","Black",10,13.5,"2024-08-10",NA,2022-07-01,7,2022
"2552","Kansas City, MO","Census Tract","29095008000","Black",8,9,"2024-08-10",NA,2022-08-01,8,2022
"2553","Kansas City, MO","Census Tract","29095008000","Black",11,10.75,"2024-08-10",NA,2022-09-01,9,2022
"2554","Kansas City, MO","Census Tract","29095008000","Black",4,8,"2024-08-10",NA,2022-10-01,10,2022
"2555","Kansas City, MO","Census Tract","29095008000","Black",3,6.5,"2024-08-10",NA,2022-11-01,11,2022
"2556","Kansas City, MO","Census Tract","29095008000","Black",12,9.75,"2024-08-10",NA,2022-12-01,12,2022
"2557","Kansas City, MO","Census Tract","29095008000","Black",11,6,"2024-08-10",NA,2023-01-01,1,2023
"2558","Kansas City, MO","Census Tract","29095008000","Black",8,6.25,"2024-08-10",NA,2023-02-01,2,2023
"2559","Kansas City, MO","Census Tract","29095008000","Black",11,11,"2024-08-10",NA,2023-03-01,3,2023
"2560","Kansas City, MO","Census Tract","29095008000","Black",10,6.75,"2024-08-10",NA,2023-04-01,4,2023
"2561","Kansas City, MO","Census Tract","29095008000","Black",6,9.5,"2024-08-10",NA,2023-05-01,5,2023
"2562","Kansas City, MO","Census Tract","29095008000","Black",8,11.25,"2024-08-10",NA,2023-06-01,6,2023
"2563","Kansas City, MO","Census Tract","29095008000","Black",6,13.5,"2024-08-10",NA,2023-07-01,7,2023
"2564","Kansas City, MO","Census Tract","29095008000","Black",2,9,"2024-08-10",NA,2023-08-01,8,2023
"2565","Kansas City, MO","Census Tract","29095008000","Black",3,10.75,"2024-08-10",NA,2023-09-01,9,2023
"2566","Kansas City, MO","Census Tract","29095008000","Black",12,8,"2024-08-10",NA,2023-10-01,10,2023
"2567","Kansas City, MO","Census Tract","29095008000","Black",4,6.5,"2024-08-10",NA,2023-11-01,11,2023
"2568","Kansas City, MO","Census Tract","29095008000","Black",4,9.75,"2024-08-10",NA,2023-12-01,12,2023
"2569","Kansas City, MO","Census Tract","29095008000","Black",12,6,"2024-08-10",NA,2024-01-01,1,2024
"2570","Kansas City, MO","Census Tract","29095008000","Black",9,6.25,"2024-08-10",NA,2024-02-01,2,2024
"2571","Kansas City, MO","Census Tract","29095008000","Black",5,11,"2024-08-10",NA,2024-03-01,3,2024
"2572","Kansas City, MO","Census Tract","29095008000","Black",9,6.75,"2024-08-10",NA,2024-04-01,4,2024
"2573","Kansas City, MO","Census Tract","29095008000","Black",10,9.5,"2024-08-10",NA,2024-05-01,5,2024
"2574","Kansas City, MO","Census Tract","29095008000","Black",6,11.25,"2024-08-10",NA,2024-06-01,6,2024
"2575","Kansas City, MO","Census Tract","29095008000","Black",5,13.5,"2024-08-10",NA,2024-07-01,7,2024
"2576","Kansas City, MO","Census Tract","29095008000","Black",0,1.25,"2024-08-10",NA,2024-08-01,8,2024
"2577","Kansas City, MO","Census Tract","29095008100","Black",2,4.25,"2024-08-10",NA,2020-01-01,1,2020
"2578","Kansas City, MO","Census Tract","29095008100","Black",2,1.25,"2024-08-10",NA,2020-02-01,2,2020
"2579","Kansas City, MO","Census Tract","29095008100","Black",3,2,"2024-08-10",NA,2020-03-01,3,2020
"2580","Kansas City, MO","Census Tract","29095008100","Black",0,3,"2024-08-10",NA,2020-04-01,4,2020
"2581","Kansas City, MO","Census Tract","29095008100","Black",1,2.5,"2024-08-10",NA,2020-05-01,5,2020
"2582","Kansas City, MO","Census Tract","29095008100","Black",0,3.75,"2024-08-10",NA,2020-06-01,6,2020
"2583","Kansas City, MO","Census Tract","29095008100","Black",1,6.5,"2024-08-10",NA,2020-07-01,7,2020
"2584","Kansas City, MO","Census Tract","29095008100","Black",1,4,"2024-08-10",NA,2020-08-01,8,2020
"2585","Kansas City, MO","Census Tract","29095008100","Black",0,2.25,"2024-08-10",NA,2020-09-01,9,2020
"2586","Kansas City, MO","Census Tract","29095008100","Black",2,2.25,"2024-08-10",NA,2020-10-01,10,2020
"2587","Kansas City, MO","Census Tract","29095008100","Black",1,2.75,"2024-08-10",NA,2020-11-01,11,2020
"2588","Kansas City, MO","Census Tract","29095008100","Black",1,2,"2024-08-10",NA,2020-12-01,12,2020
"2589","Kansas City, MO","Census Tract","29095008100","Black",0,4.25,"2024-08-10",NA,2021-01-01,1,2021
"2590","Kansas City, MO","Census Tract","29095008100","Black",0,1.25,"2024-08-10",NA,2021-02-01,2,2021
"2591","Kansas City, MO","Census Tract","29095008100","Black",1,2,"2024-08-10",NA,2021-03-01,3,2021
"2592","Kansas City, MO","Census Tract","29095008100","Black",0,3,"2024-08-10",NA,2021-04-01,4,2021
"2593","Kansas City, MO","Census Tract","29095008100","Black",1,2.5,"2024-08-10",NA,2021-05-01,5,2021
"2594","Kansas City, MO","Census Tract","29095008100","Black",1,3.75,"2024-08-10",NA,2021-06-01,6,2021
"2595","Kansas City, MO","Census Tract","29095008100","Black",0,6.5,"2024-08-10",NA,2021-07-01,7,2021
"2596","Kansas City, MO","Census Tract","29095008100","Black",1,4,"2024-08-10",NA,2021-08-01,8,2021
"2597","Kansas City, MO","Census Tract","29095008100","Black",1,2.25,"2024-08-10",NA,2021-09-01,9,2021
"2598","Kansas City, MO","Census Tract","29095008100","Black",5,2.25,"2024-08-10",NA,2021-10-01,10,2021
"2599","Kansas City, MO","Census Tract","29095008100","Black",0,2.75,"2024-08-10",NA,2021-11-01,11,2021
"2600","Kansas City, MO","Census Tract","29095008100","Black",2,2,"2024-08-10",NA,2021-12-01,12,2021
"2601","Kansas City, MO","Census Tract","29095008100","Black",1,4.25,"2024-08-10",NA,2022-01-01,1,2022
"2602","Kansas City, MO","Census Tract","29095008100","Black",2,1.25,"2024-08-10",NA,2022-02-01,2,2022
"2603","Kansas City, MO","Census Tract","29095008100","Black",0,2,"2024-08-10",NA,2022-03-01,3,2022
"2604","Kansas City, MO","Census Tract","29095008100","Black",4,3,"2024-08-10",NA,2022-04-01,4,2022
"2605","Kansas City, MO","Census Tract","29095008100","Black",2,2.5,"2024-08-10",NA,2022-05-01,5,2022
"2606","Kansas City, MO","Census Tract","29095008100","Black",2,3.75,"2024-08-10",NA,2022-06-01,6,2022
"2607","Kansas City, MO","Census Tract","29095008100","Black",3,6.5,"2024-08-10",NA,2022-07-01,7,2022
"2608","Kansas City, MO","Census Tract","29095008100","Black",3,4,"2024-08-10",NA,2022-08-01,8,2022
"2609","Kansas City, MO","Census Tract","29095008100","Black",1,2.25,"2024-08-10",NA,2022-09-01,9,2022
"2610","Kansas City, MO","Census Tract","29095008100","Black",1,2.25,"2024-08-10",NA,2022-10-01,10,2022
"2611","Kansas City, MO","Census Tract","29095008100","Black",4,2.75,"2024-08-10",NA,2022-11-01,11,2022
"2612","Kansas City, MO","Census Tract","29095008100","Black",1,2,"2024-08-10",NA,2022-12-01,12,2022
"2613","Kansas City, MO","Census Tract","29095008100","Black",2,4.25,"2024-08-10",NA,2023-01-01,1,2023
"2614","Kansas City, MO","Census Tract","29095008100","Black",6,1.25,"2024-08-10",NA,2023-02-01,2,2023
"2615","Kansas City, MO","Census Tract","29095008100","Black",2,2,"2024-08-10",NA,2023-03-01,3,2023
"2616","Kansas City, MO","Census Tract","29095008100","Black",5,3,"2024-08-10",NA,2023-04-01,4,2023
"2617","Kansas City, MO","Census Tract","29095008100","Black",1,2.5,"2024-08-10",NA,2023-05-01,5,2023
"2618","Kansas City, MO","Census Tract","29095008100","Black",1,3.75,"2024-08-10",NA,2023-06-01,6,2023
"2619","Kansas City, MO","Census Tract","29095008100","Black",1,6.5,"2024-08-10",NA,2023-07-01,7,2023
"2620","Kansas City, MO","Census Tract","29095008100","Black",1,4,"2024-08-10",NA,2023-08-01,8,2023
"2621","Kansas City, MO","Census Tract","29095008100","Black",1,2.25,"2024-08-10",NA,2023-09-01,9,2023
"2622","Kansas City, MO","Census Tract","29095008100","Black",5,2.25,"2024-08-10",NA,2023-10-01,10,2023
