"","city","type","GEOID","racial_majority","filings_2020","filings_avg","last_updated","xcourtcofips","md","month","year"
"5548","Kansas City, MO","Census Tract","29095012501","White",0,3,"2024-08-10",NA,2020-04-01,4,2020
"5549","Kansas City, MO","Census Tract","29095012501","White",2,5.25,"2024-08-10",NA,2020-05-01,5,2020
"5550","Kansas City, MO","Census Tract","29095012501","White",0,2.75,"2024-08-10",NA,2020-06-01,6,2020
"5551","Kansas City, MO","Census Tract","29095012501","White",1,4.75,"2024-08-10",NA,2020-07-01,7,2020
"5552","Kansas City, MO","Census Tract","29095012501","White",0,3.75,"2024-08-10",NA,2020-08-01,8,2020
"5553","Kansas City, MO","Census Tract","29095012501","White",1,3.5,"2024-08-10",NA,2020-09-01,9,2020
"5554","Kansas City, MO","Census Tract","29095012501","White",1,3,"2024-08-10",NA,2020-10-01,10,2020
"5555","Kansas City, MO","Census Tract","29095012501","White",0,5,"2024-08-10",NA,2020-11-01,11,2020
"5556","Kansas City, MO","Census Tract","29095012501","White",0,3.75,"2024-08-10",NA,2020-12-01,12,2020
"5557","Kansas City, MO","Census Tract","29095012501","White",2,4.5,"2024-08-10",NA,2021-01-01,1,2021
"5558","Kansas City, MO","Census Tract","29095012501","White",3,2.5,"2024-08-10",NA,2021-02-01,2,2021
"5559","Kansas City, MO","Census Tract","29095012501","White",3,4.25,"2024-08-10",NA,2021-03-01,3,2021
"5560","Kansas City, MO","Census Tract","29095012501","White",1,3,"2024-08-10",NA,2021-04-01,4,2021
"5561","Kansas City, MO","Census Tract","29095012501","White",5,5.25,"2024-08-10",NA,2021-05-01,5,2021
"5562","Kansas City, MO","Census Tract","29095012501","White",3,2.75,"2024-08-10",NA,2021-06-01,6,2021
"5563","Kansas City, MO","Census Tract","29095012501","White",0,4.75,"2024-08-10",NA,2021-07-01,7,2021
"5564","Kansas City, MO","Census Tract","29095012501","White",0,3.75,"2024-08-10",NA,2021-08-01,8,2021
"5565","Kansas City, MO","Census Tract","29095012501","White",2,3.5,"2024-08-10",NA,2021-09-01,9,2021
"5566","Kansas City, MO","Census Tract","29095012501","White",2,3,"2024-08-10",NA,2021-10-01,10,2021
"5567","Kansas City, MO","Census Tract","29095012501","White",2,5,"2024-08-10",NA,2021-11-01,11,2021
"5568","Kansas City, MO","Census Tract","29095012501","White",0,3.75,"2024-08-10",NA,2021-12-01,12,2021
"5569","Kansas City, MO","Census Tract","29095012501","White",2,4.5,"2024-08-10",NA,2022-01-01,1,2022
"5570","Kansas City, MO","Census Tract","29095012501","White",2,2.5,"2024-08-10",NA,2022-02-01,2,2022
"5571","Kansas City, MO","Census Tract","29095012501","White",2,4.25,"2024-08-10",NA,2022-03-01,3,2022
"5572","Kansas City, MO","Census Tract","29095012501","White",5,3,"2024-08-10",NA,2022-04-01,4,2022
"5573","Kansas City, MO","Census Tract","29095012501","White",1,5.25,"2024-08-10",NA,2022-05-01,5,2022
"5574","Kansas City, MO","Census Tract","29095012501","White",1,2.75,"2024-08-10",NA,2022-06-01,6,2022
"5575","Kansas City, MO","Census Tract","29095012501","White",1,4.75,"2024-08-10",NA,2022-07-01,7,2022
"5576","Kansas City, MO","Census Tract","29095012501","White",3,3.75,"2024-08-10",NA,2022-08-01,8,2022
"5577","Kansas City, MO","Census Tract","29095012501","White",3,3.5,"2024-08-10",NA,2022-09-01,9,2022
"5578","Kansas City, MO","Census Tract","29095012501","White",7,3,"2024-08-10",NA,2022-10-01,10,2022
"5579","Kansas City, MO","Census Tract","29095012501","White",3,5,"2024-08-10",NA,2022-11-01,11,2022
"5580","Kansas City, MO","Census Tract","29095012501","White",2,3.75,"2024-08-10",NA,2022-12-01,12,2022
"5581","Kansas City, MO","Census Tract","29095012501","White",3,4.5,"2024-08-10",NA,2023-01-01,1,2023
"5582","Kansas City, MO","Census Tract","29095012501","White",2,2.5,"2024-08-10",NA,2023-02-01,2,2023
"5583","Kansas City, MO","Census Tract","29095012501","White",2,4.25,"2024-08-10",NA,2023-03-01,3,2023
"5584","Kansas City, MO","Census Tract","29095012501","White",3,3,"2024-08-10",NA,2023-04-01,4,2023
"5585","Kansas City, MO","Census Tract","29095012501","White",3,5.25,"2024-08-10",NA,2023-05-01,5,2023
"5586","Kansas City, MO","Census Tract","29095012501","White",1,2.75,"2024-08-10",NA,2023-06-01,6,2023
"5587","Kansas City, MO","Census Tract","29095012501","White",1,4.75,"2024-08-10",NA,2023-07-01,7,2023
"5588","Kansas City, MO","Census Tract","29095012501","White",2,3.75,"2024-08-10",NA,2023-08-01,8,2023
"5589","Kansas City, MO","Census Tract","29095012501","White",1,3.5,"2024-08-10",NA,2023-09-01,9,2023
"5590","Kansas City, MO","Census Tract","29095012501","White",5,3,"2024-08-10",NA,2023-10-01,10,2023
"5591","Kansas City, MO","Census Tract","29095012501","White",5,5,"2024-08-10",NA,2023-11-01,11,2023
"5592","Kansas City, MO","Census Tract","29095012501","White",0,3.75,"2024-08-10",NA,2023-12-01,12,2023
"5593","Kansas City, MO","Census Tract","29095012501","White",2,4.5,"2024-08-10",NA,2024-01-01,1,2024
"5594","Kansas City, MO","Census Tract","29095012501","White",3,2.75,"2024-08-10",NA,2024-02-01,2,2024
"5595","Kansas City, MO","Census Tract","29095012501","White",4,4.25,"2024-08-10",NA,2024-03-01,3,2024
"5596","Kansas City, MO","Census Tract","29095012501","White",4,3,"2024-08-10",NA,2024-04-01,4,2024
"5597","Kansas City, MO","Census Tract","29095012501","White",3,5.25,"2024-08-10",NA,2024-05-01,5,2024
"5598","Kansas City, MO","Census Tract","29095012501","White",1,2.75,"2024-08-10",NA,2024-06-01,6,2024
"5599","Kansas City, MO","Census Tract","29095012501","White",3,4.75,"2024-08-10",NA,2024-07-01,7,2024
"5600","Kansas City, MO","Census Tract","29095012501","White",0,1.5,"2024-08-10",NA,2024-08-01,8,2024
"5601","Kansas City, MO","Census Tract","29095012502","White",2,2,"2024-08-10",NA,2020-01-01,1,2020
"5602","Kansas City, MO","Census Tract","29095012502","White",0,0.75,"2024-08-10",NA,2020-02-01,2,2020
"5603","Kansas City, MO","Census Tract","29095012502","White",1,2.5,"2024-08-10",NA,2020-03-01,3,2020
"5604","Kansas City, MO","Census Tract","29095012502","White",0,1.75,"2024-08-10",NA,2020-04-01,4,2020
"5605","Kansas City, MO","Census Tract","29095012502","White",0,3,"2024-08-10",NA,2020-05-01,5,2020
"5606","Kansas City, MO","Census Tract","29095012502","White",3,1.75,"2024-08-10",NA,2020-06-01,6,2020
"5607","Kansas City, MO","Census Tract","29095012502","White",0,3.25,"2024-08-10",NA,2020-07-01,7,2020
"5608","Kansas City, MO","Census Tract","29095012502","White",1,1.75,"2024-08-10",NA,2020-08-01,8,2020
"5609","Kansas City, MO","Census Tract","29095012502","White",0,3,"2024-08-10",NA,2020-09-01,9,2020
"5610","Kansas City, MO","Census Tract","29095012502","White",0,1,"2024-08-10",NA,2020-10-01,10,2020
"5611","Kansas City, MO","Census Tract","29095012502","White",2,2,"2024-08-10",NA,2020-11-01,11,2020
"5612","Kansas City, MO","Census Tract","29095012502","White",0,2,"2024-08-10",NA,2020-12-01,12,2020
"5613","Kansas City, MO","Census Tract","29095012502","White",0,2,"2024-08-10",NA,2021-01-01,1,2021
"5614","Kansas City, MO","Census Tract","29095012502","White",1,0.75,"2024-08-10",NA,2021-02-01,2,2021
"5615","Kansas City, MO","Census Tract","29095012502","White",4,2.5,"2024-08-10",NA,2021-03-01,3,2021
"5616","Kansas City, MO","Census Tract","29095012502","White",0,1.75,"2024-08-10",NA,2021-04-01,4,2021
"5617","Kansas City, MO","Census Tract","29095012502","White",0,3,"2024-08-10",NA,2021-05-01,5,2021
"5618","Kansas City, MO","Census Tract","29095012502","White",0,1.75,"2024-08-10",NA,2021-06-01,6,2021
"5619","Kansas City, MO","Census Tract","29095012502","White",3,3.25,"2024-08-10",NA,2021-07-01,7,2021
"5620","Kansas City, MO","Census Tract","29095012502","White",3,1.75,"2024-08-10",NA,2021-08-01,8,2021
"5621","Kansas City, MO","Census Tract","29095012502","White",1,3,"2024-08-10",NA,2021-09-01,9,2021
"5622","Kansas City, MO","Census Tract","29095012502","White",4,1,"2024-08-10",NA,2021-10-01,10,2021
"5623","Kansas City, MO","Census Tract","29095012502","White",2,2,"2024-08-10",NA,2021-11-01,11,2021
"5624","Kansas City, MO","Census Tract","29095012502","White",1,2,"2024-08-10",NA,2021-12-01,12,2021
"5625","Kansas City, MO","Census Tract","29095012502","White",3,2,"2024-08-10",NA,2022-01-01,1,2022
"5626","Kansas City, MO","Census Tract","29095012502","White",2,0.75,"2024-08-10",NA,2022-02-01,2,2022
"5627","Kansas City, MO","Census Tract","29095012502","White",4,2.5,"2024-08-10",NA,2022-03-01,3,2022
"5628","Kansas City, MO","Census Tract","29095012502","White",3,1.75,"2024-08-10",NA,2022-04-01,4,2022
"5629","Kansas City, MO","Census Tract","29095012502","White",7,3,"2024-08-10",NA,2022-05-01,5,2022
"5630","Kansas City, MO","Census Tract","29095012502","White",2,1.75,"2024-08-10",NA,2022-06-01,6,2022
"5631","Kansas City, MO","Census Tract","29095012502","White",3,3.25,"2024-08-10",NA,2022-07-01,7,2022
"5632","Kansas City, MO","Census Tract","29095012502","White",6,1.75,"2024-08-10",NA,2022-08-01,8,2022
"5633","Kansas City, MO","Census Tract","29095012502","White",9,3,"2024-08-10",NA,2022-09-01,9,2022
"5634","Kansas City, MO","Census Tract","29095012502","White",6,1,"2024-08-10",NA,2022-10-01,10,2022
"5635","Kansas City, MO","Census Tract","29095012502","White",6,2,"2024-08-10",NA,2022-11-01,11,2022
"5636","Kansas City, MO","Census Tract","29095012502","White",2,2,"2024-08-10",NA,2022-12-01,12,2022
"5637","Kansas City, MO","Census Tract","29095012502","White",8,2,"2024-08-10",NA,2023-01-01,1,2023
"5638","Kansas City, MO","Census Tract","29095012502","White",4,0.75,"2024-08-10",NA,2023-02-01,2,2023
"5639","Kansas City, MO","Census Tract","29095012502","White",2,2.5,"2024-08-10",NA,2023-03-01,3,2023
"5640","Kansas City, MO","Census Tract","29095012502","White",3,1.75,"2024-08-10",NA,2023-04-01,4,2023
"5641","Kansas City, MO","Census Tract","29095012502","White",2,3,"2024-08-10",NA,2023-05-01,5,2023
"5642","Kansas City, MO","Census Tract","29095012502","White",3,1.75,"2024-08-10",NA,2023-06-01,6,2023
"5643","Kansas City, MO","Census Tract","29095012502","White",7,3.25,"2024-08-10",NA,2023-07-01,7,2023
"5644","Kansas City, MO","Census Tract","29095012502","White",2,1.75,"2024-08-10",NA,2023-08-01,8,2023
"5645","Kansas City, MO","Census Tract","29095012502","White",1,3,"2024-08-10",NA,2023-09-01,9,2023
"5646","Kansas City, MO","Census Tract","29095012502","White",5,1,"2024-08-10",NA,2023-10-01,10,2023
"5647","Kansas City, MO","Census Tract","29095012502","White",3,2,"2024-08-10",NA,2023-11-01,11,2023
"5648","Kansas City, MO","Census Tract","29095012502","White",4,2,"2024-08-10",NA,2023-12-01,12,2023
"5649","Kansas City, MO","Census Tract","29095012502","White",0,2,"2024-08-10",NA,2024-01-01,1,2024
"5650","Kansas City, MO","Census Tract","29095012502","White",5,0.75,"2024-08-10",NA,2024-02-01,2,2024
"5651","Kansas City, MO","Census Tract","29095012502","White",1,2.5,"2024-08-10",NA,2024-03-01,3,2024
"5652","Kansas City, MO","Census Tract","29095012502","White",1,1.75,"2024-08-10",NA,2024-04-01,4,2024
"5653","Kansas City, MO","Census Tract","29095012502","White",1,3,"2024-08-10",NA,2024-05-01,5,2024
"5654","Kansas City, MO","Census Tract","29095012502","White",1,1.75,"2024-08-10",NA,2024-06-01,6,2024
"5655","Kansas City, MO","Census Tract","29095012502","White",5,3.25,"2024-08-10",NA,2024-07-01,7,2024
"5656","Kansas City, MO","Census Tract","29095012502","White",0,0,"2024-08-10",NA,2024-08-01,8,2024
"5657","Kansas City, MO","Census Tract","29095012600","Other",11,7,"2024-08-10",NA,2020-01-01,1,2020
"5658","Kansas City, MO","Census Tract","29095012600","Other",10,5.5,"2024-08-10",NA,2020-02-01,2,2020
"5659","Kansas City, MO","Census Tract","29095012600","Other",5,6.25,"2024-08-10",NA,2020-03-01,3,2020
"5660","Kansas City, MO","Census Tract","29095012600","Other",0,8,"2024-08-10",NA,2020-04-01,4,2020
"5661","Kansas City, MO","Census Tract","29095012600","Other",1,10,"2024-08-10",NA,2020-05-01,5,2020
"5662","Kansas City, MO","Census Tract","29095012600","Other",1,8,"2024-08-10",NA,2020-06-01,6,2020
"5663","Kansas City, MO","Census Tract","29095012600","Other",2,5.5,"2024-08-10",NA,2020-07-01,7,2020
"5664","Kansas City, MO","Census Tract","29095012600","Other",8,7.5,"2024-08-10",NA,2020-08-01,8,2020
"5665","Kansas City, MO","Census Tract","29095012600","Other",8,10.25,"2024-08-10",NA,2020-09-01,9,2020
"5666","Kansas City, MO","Census Tract","29095012600","Other",1,12.5,"2024-08-10",NA,2020-10-01,10,2020
"5667","Kansas City, MO","Census Tract","29095012600","Other",1,6.25,"2024-08-10",NA,2020-11-01,11,2020
"5668","Kansas City, MO","Census Tract","29095012600","Other",8,5.5,"2024-08-10",NA,2020-12-01,12,2020
"5669","Kansas City, MO","Census Tract","29095012600","Other",3,7,"2024-08-10",NA,2021-01-01,1,2021
"5670","Kansas City, MO","Census Tract","29095012600","Other",2,5.5,"2024-08-10",NA,2021-02-01,2,2021
"5671","Kansas City, MO","Census Tract","29095012600","Other",1,6.25,"2024-08-10",NA,2021-03-01,3,2021
"5672","Kansas City, MO","Census Tract","29095012600","Other",7,8,"2024-08-10",NA,2021-04-01,4,2021
"5673","Kansas City, MO","Census Tract","29095012600","Other",7,10,"2024-08-10",NA,2021-05-01,5,2021
"5674","Kansas City, MO","Census Tract","29095012600","Other",3,8,"2024-08-10",NA,2021-06-01,6,2021
"5675","Kansas City, MO","Census Tract","29095012600","Other",9,5.5,"2024-08-10",NA,2021-07-01,7,2021
"5676","Kansas City, MO","Census Tract","29095012600","Other",3,7.5,"2024-08-10",NA,2021-08-01,8,2021
"5677","Kansas City, MO","Census Tract","29095012600","Other",4,10.25,"2024-08-10",NA,2021-09-01,9,2021
"5678","Kansas City, MO","Census Tract","29095012600","Other",9,12.5,"2024-08-10",NA,2021-10-01,10,2021
"5679","Kansas City, MO","Census Tract","29095012600","Other",3,6.25,"2024-08-10",NA,2021-11-01,11,2021
"5680","Kansas City, MO","Census Tract","29095012600","Other",5,5.5,"2024-08-10",NA,2021-12-01,12,2021
"5681","Kansas City, MO","Census Tract","29095012600","Other",4,7,"2024-08-10",NA,2022-01-01,1,2022
"5682","Kansas City, MO","Census Tract","29095012600","Other",3,5.5,"2024-08-10",NA,2022-02-01,2,2022
"5683","Kansas City, MO","Census Tract","29095012600","Other",7,6.25,"2024-08-10",NA,2022-03-01,3,2022
"5684","Kansas City, MO","Census Tract","29095012600","Other",2,8,"2024-08-10",NA,2022-04-01,4,2022
"5685","Kansas City, MO","Census Tract","29095012600","Other",9,10,"2024-08-10",NA,2022-05-01,5,2022
"5686","Kansas City, MO","Census Tract","29095012600","Other",3,8,"2024-08-10",NA,2022-06-01,6,2022
"5687","Kansas City, MO","Census Tract","29095012600","Other",8,5.5,"2024-08-10",NA,2022-07-01,7,2022
"5688","Kansas City, MO","Census Tract","29095012600","Other",11,7.5,"2024-08-10",NA,2022-08-01,8,2022
"5689","Kansas City, MO","Census Tract","29095012600","Other",1,10.25,"2024-08-10",NA,2022-09-01,9,2022
"5690","Kansas City, MO","Census Tract","29095012600","Other",4,12.5,"2024-08-10",NA,2022-10-01,10,2022
"5691","Kansas City, MO","Census Tract","29095012600","Other",4,6.25,"2024-08-10",NA,2022-11-01,11,2022
"5692","Kansas City, MO","Census Tract","29095012600","Other",6,5.5,"2024-08-10",NA,2022-12-01,12,2022
"5693","Kansas City, MO","Census Tract","29095012600","Other",7,7,"2024-08-10",NA,2023-01-01,1,2023
"5694","Kansas City, MO","Census Tract","29095012600","Other",6,5.5,"2024-08-10",NA,2023-02-01,2,2023
"5695","Kansas City, MO","Census Tract","29095012600","Other",9,6.25,"2024-08-10",NA,2023-03-01,3,2023
"5696","Kansas City, MO","Census Tract","29095012600","Other",11,8,"2024-08-10",NA,2023-04-01,4,2023
"5697","Kansas City, MO","Census Tract","29095012600","Other",4,10,"2024-08-10",NA,2023-05-01,5,2023
"5698","Kansas City, MO","Census Tract","29095012600","Other",8,8,"2024-08-10",NA,2023-06-01,6,2023
"5699","Kansas City, MO","Census Tract","29095012600","Other",9,5.5,"2024-08-10",NA,2023-07-01,7,2023
"5700","Kansas City, MO","Census Tract","29095012600","Other",7,7.5,"2024-08-10",NA,2023-08-01,8,2023
"5701","Kansas City, MO","Census Tract","29095012600","Other",4,10.25,"2024-08-10",NA,2023-09-01,9,2023
"5702","Kansas City, MO","Census Tract","29095012600","Other",10,12.5,"2024-08-10",NA,2023-10-01,10,2023
"5703","Kansas City, MO","Census Tract","29095012600","Other",6,6.25,"2024-08-10",NA,2023-11-01,11,2023
"5704","Kansas City, MO","Census Tract","29095012600","Other",7,5.5,"2024-08-10",NA,2023-12-01,12,2023
"5705","Kansas City, MO","Census Tract","29095012600","Other",6,7,"2024-08-10",NA,2024-01-01,1,2024
"5706","Kansas City, MO","Census Tract","29095012600","Other",16,5.5,"2024-08-10",NA,2024-02-01,2,2024
"5707","Kansas City, MO","Census Tract","29095012600","Other",15,6.25,"2024-08-10",NA,2024-03-01,3,2024
"5708","Kansas City, MO","Census Tract","29095012600","Other",12,8,"2024-08-10",NA,2024-04-01,4,2024
"5709","Kansas City, MO","Census Tract","29095012600","Other",8,10,"2024-08-10",NA,2024-05-01,5,2024
"5710","Kansas City, MO","Census Tract","29095012600","Other",8,8,"2024-08-10",NA,2024-06-01,6,2024
"5711","Kansas City, MO","Census Tract","29095012600","Other",11,5.5,"2024-08-10",NA,2024-07-01,7,2024
"5712","Kansas City, MO","Census Tract","29095012600","Other",1,2,"2024-08-10",NA,2024-08-01,8,2024
"5713","Kansas City, MO","Census Tract","29095012702","White",1,1.5,"2024-08-10",NA,2020-01-01,1,2020
"5714","Kansas City, MO","Census Tract","29095012702","White",2,1,"2024-08-10",NA,2020-02-01,2,2020
"5715","Kansas City, MO","Census Tract","29095012702","White",0,1.75,"2024-08-10",NA,2020-03-01,3,2020
"5716","Kansas City, MO","Census Tract","29095012702","White",0,2,"2024-08-10",NA,2020-04-01,4,2020
"5717","Kansas City, MO","Census Tract","29095012702","White",1,0.5,"2024-08-10",NA,2020-05-01,5,2020
"5718","Kansas City, MO","Census Tract","29095012702","White",1,1.75,"2024-08-10",NA,2020-06-01,6,2020
"5719","Kansas City, MO","Census Tract","29095012702","White",0,3.25,"2024-08-10",NA,2020-07-01,7,2020
"5720","Kansas City, MO","Census Tract","29095012702","White",1,1,"2024-08-10",NA,2020-08-01,8,2020
"5721","Kansas City, MO","Census Tract","29095012702","White",1,0.75,"2024-08-10",NA,2020-09-01,9,2020
"5722","Kansas City, MO","Census Tract","29095012702","White",1,2.75,"2024-08-10",NA,2020-10-01,10,2020
"5723","Kansas City, MO","Census Tract","29095012702","White",0,2.5,"2024-08-10",NA,2020-11-01,11,2020
"5724","Kansas City, MO","Census Tract","29095012702","White",0,1.25,"2024-08-10",NA,2020-12-01,12,2020
"5725","Kansas City, MO","Census Tract","29095012702","White",0,1.5,"2024-08-10",NA,2021-01-01,1,2021
"5726","Kansas City, MO","Census Tract","29095012702","White",0,1,"2024-08-10",NA,2021-02-01,2,2021
"5727","Kansas City, MO","Census Tract","29095012702","White",1,1.75,"2024-08-10",NA,2021-03-01,3,2021
"5728","Kansas City, MO","Census Tract","29095012702","White",0,2,"2024-08-10",NA,2021-04-01,4,2021
"5729","Kansas City, MO","Census Tract","29095012702","White",1,0.5,"2024-08-10",NA,2021-05-01,5,2021
"5730","Kansas City, MO","Census Tract","29095012702","White",0,1.75,"2024-08-10",NA,2021-06-01,6,2021
"5731","Kansas City, MO","Census Tract","29095012702","White",0,3.25,"2024-08-10",NA,2021-07-01,7,2021
"5732","Kansas City, MO","Census Tract","29095012702","White",2,1,"2024-08-10",NA,2021-08-01,8,2021
"5733","Kansas City, MO","Census Tract","29095012702","White",2,0.75,"2024-08-10",NA,2021-09-01,9,2021
"5734","Kansas City, MO","Census Tract","29095012702","White",1,2.75,"2024-08-10",NA,2021-10-01,10,2021
"5735","Kansas City, MO","Census Tract","29095012702","White",0,2.5,"2024-08-10",NA,2021-11-01,11,2021
"5736","Kansas City, MO","Census Tract","29095012702","White",0,1.25,"2024-08-10",NA,2021-12-01,12,2021
"5737","Kansas City, MO","Census Tract","29095012702","White",3,1.5,"2024-08-10",NA,2022-01-01,1,2022
"5738","Kansas City, MO","Census Tract","29095012702","White",1,1,"2024-08-10",NA,2022-02-01,2,2022
"5739","Kansas City, MO","Census Tract","29095012702","White",1,1.75,"2024-08-10",NA,2022-03-01,3,2022
"5740","Kansas City, MO","Census Tract","29095012702","White",0,2,"2024-08-10",NA,2022-04-01,4,2022
"5741","Kansas City, MO","Census Tract","29095012702","White",0,0.5,"2024-08-10",NA,2022-05-01,5,2022
"5742","Kansas City, MO","Census Tract","29095012702","White",0,1.75,"2024-08-10",NA,2022-06-01,6,2022
"5743","Kansas City, MO","Census Tract","29095012702","White",2,3.25,"2024-08-10",NA,2022-07-01,7,2022
"5744","Kansas City, MO","Census Tract","29095012702","White",3,1,"2024-08-10",NA,2022-08-01,8,2022
"5745","Kansas City, MO","Census Tract","29095012702","White",0,0.75,"2024-08-10",NA,2022-09-01,9,2022
"5746","Kansas City, MO","Census Tract","29095012702","White",4,2.75,"2024-08-10",NA,2022-10-01,10,2022
"5747","Kansas City, MO","Census Tract","29095012702","White",1,2.5,"2024-08-10",NA,2022-11-01,11,2022
"5748","Kansas City, MO","Census Tract","29095012702","White",1,1.25,"2024-08-10",NA,2022-12-01,12,2022
"5749","Kansas City, MO","Census Tract","29095012702","White",1,1.5,"2024-08-10",NA,2023-01-01,1,2023
"5750","Kansas City, MO","Census Tract","29095012702","White",1,1,"2024-08-10",NA,2023-02-01,2,2023
"5751","Kansas City, MO","Census Tract","29095012702","White",5,1.75,"2024-08-10",NA,2023-03-01,3,2023
"5752","Kansas City, MO","Census Tract","29095012702","White",1,2,"2024-08-10",NA,2023-04-01,4,2023
"5753","Kansas City, MO","Census Tract","29095012702","White",1,0.5,"2024-08-10",NA,2023-05-01,5,2023
"5754","Kansas City, MO","Census Tract","29095012702","White",4,1.75,"2024-08-10",NA,2023-06-01,6,2023
"5755","Kansas City, MO","Census Tract","29095012702","White",1,3.25,"2024-08-10",NA,2023-07-01,7,2023
"5756","Kansas City, MO","Census Tract","29095012702","White",3,1,"2024-08-10",NA,2023-08-01,8,2023
"5757","Kansas City, MO","Census Tract","29095012702","White",1,0.75,"2024-08-10",NA,2023-09-01,9,2023
"5758","Kansas City, MO","Census Tract","29095012702","White",4,2.75,"2024-08-10",NA,2023-10-01,10,2023
"5759","Kansas City, MO","Census Tract","29095012702","White",0,2.5,"2024-08-10",NA,2023-11-01,11,2023
"5760","Kansas City, MO","Census Tract","29095012702","White",1,1.25,"2024-08-10",NA,2023-12-01,12,2023
"5761","Kansas City, MO","Census Tract","29095012702","White",2,1.5,"2024-08-10",NA,2024-01-01,1,2024
"5762","Kansas City, MO","Census Tract","29095012702","White",1,1,"2024-08-10",NA,2024-02-01,2,2024
"5763","Kansas City, MO","Census Tract","29095012702","White",2,1.75,"2024-08-10",NA,2024-03-01,3,2024
"5764","Kansas City, MO","Census Tract","29095012702","White",2,2,"2024-08-10",NA,2024-04-01,4,2024
"5765","Kansas City, MO","Census Tract","29095012702","White",2,0.5,"2024-08-10",NA,2024-05-01,5,2024
"5766","Kansas City, MO","Census Tract","29095012702","White",0,1.75,"2024-08-10",NA,2024-06-01,6,2024
"5767","Kansas City, MO","Census Tract","29095012702","White",0,3.25,"2024-08-10",NA,2024-07-01,7,2024
"5768","Kansas City, MO","Census Tract","29095012702","White",0,0,"2024-08-10",NA,2024-08-01,8,2024
"5769","Kansas City, MO","Census Tract","29095012703","Black",2,2,"2024-08-10",NA,2020-01-01,1,2020
"5770","Kansas City, MO","Census Tract","29095012703","Black",2,1.25,"2024-08-10",NA,2020-02-01,2,2020
"5771","Kansas City, MO","Census Tract","29095012703","Black",0,3.25,"2024-08-10",NA,2020-03-01,3,2020
"5772","Kansas City, MO","Census Tract","29095012703","Black",0,1,"2024-08-10",NA,2020-04-01,4,2020
"5773","Kansas City, MO","Census Tract","29095012703","Black",1,2,"2024-08-10",NA,2020-05-01,5,2020
"5774","Kansas City, MO","Census Tract","29095012703","Black",0,3.5,"2024-08-10",NA,2020-06-01,6,2020
"5775","Kansas City, MO","Census Tract","29095012703","Black",3,2,"2024-08-10",NA,2020-07-01,7,2020
"5776","Kansas City, MO","Census Tract","29095012703","Black",0,3,"2024-08-10",NA,2020-08-01,8,2020
"5777","Kansas City, MO","Census Tract","29095012703","Black",3,1.5,"2024-08-10",NA,2020-09-01,9,2020
"5778","Kansas City, MO","Census Tract","29095012703","Black",3,2.5,"2024-08-10",NA,2020-10-01,10,2020
"5779","Kansas City, MO","Census Tract","29095012703","Black",0,2,"2024-08-10",NA,2020-11-01,11,2020
"5780","Kansas City, MO","Census Tract","29095012703","Black",0,2.75,"2024-08-10",NA,2020-12-01,12,2020
"5781","Kansas City, MO","Census Tract","29095012703","Black",2,2,"2024-08-10",NA,2021-01-01,1,2021
"5782","Kansas City, MO","Census Tract","29095012703","Black",0,1.25,"2024-08-10",NA,2021-02-01,2,2021
"5783","Kansas City, MO","Census Tract","29095012703","Black",2,3.25,"2024-08-10",NA,2021-03-01,3,2021
"5784","Kansas City, MO","Census Tract","29095012703","Black",4,1,"2024-08-10",NA,2021-04-01,4,2021
"5785","Kansas City, MO","Census Tract","29095012703","Black",1,2,"2024-08-10",NA,2021-05-01,5,2021
"5786","Kansas City, MO","Census Tract","29095012703","Black",0,3.5,"2024-08-10",NA,2021-06-01,6,2021
"5787","Kansas City, MO","Census Tract","29095012703","Black",0,2,"2024-08-10",NA,2021-07-01,7,2021
"5788","Kansas City, MO","Census Tract","29095012703","Black",0,3,"2024-08-10",NA,2021-08-01,8,2021
"5789","Kansas City, MO","Census Tract","29095012703","Black",4,1.5,"2024-08-10",NA,2021-09-01,9,2021
"5790","Kansas City, MO","Census Tract","29095012703","Black",2,2.5,"2024-08-10",NA,2021-10-01,10,2021
"5791","Kansas City, MO","Census Tract","29095012703","Black",4,2,"2024-08-10",NA,2021-11-01,11,2021
"5792","Kansas City, MO","Census Tract","29095012703","Black",2,2.75,"2024-08-10",NA,2021-12-01,12,2021
"5793","Kansas City, MO","Census Tract","29095012703","Black",3,2,"2024-08-10",NA,2022-01-01,1,2022
"5794","Kansas City, MO","Census Tract","29095012703","Black",1,1.25,"2024-08-10",NA,2022-02-01,2,2022
"5795","Kansas City, MO","Census Tract","29095012703","Black",1,3.25,"2024-08-10",NA,2022-03-01,3,2022
"5796","Kansas City, MO","Census Tract","29095012703","Black",3,1,"2024-08-10",NA,2022-04-01,4,2022
"5797","Kansas City, MO","Census Tract","29095012703","Black",3,2,"2024-08-10",NA,2022-05-01,5,2022
"5798","Kansas City, MO","Census Tract","29095012703","Black",0,3.5,"2024-08-10",NA,2022-06-01,6,2022
"5799","Kansas City, MO","Census Tract","29095012703","Black",0,2,"2024-08-10",NA,2022-07-01,7,2022
"5800","Kansas City, MO","Census Tract","29095012703","Black",3,3,"2024-08-10",NA,2022-08-01,8,2022
"5801","Kansas City, MO","Census Tract","29095012703","Black",1,1.5,"2024-08-10",NA,2022-09-01,9,2022
"5802","Kansas City, MO","Census Tract","29095012703","Black",3,2.5,"2024-08-10",NA,2022-10-01,10,2022
