"","city","type","GEOID","racial_majority","month","filings_2020","filings_avg","last_updated","xcourtcofips"
"1492","Pittsburgh, PA","Zip Code","15049","White","12/2022",0,0.2,"2024-08-10",NA
"1493","Pittsburgh, PA","Zip Code","15049","White","01/2023",2,0,"2024-08-10",NA
"1494","Pittsburgh, PA","Zip Code","15049","White","02/2023",1,0,"2024-08-10",NA
"1495","Pittsburgh, PA","Zip Code","15049","White","03/2023",1,0,"2024-08-10",NA
"1496","Pittsburgh, PA","Zip Code","15049","White","04/2023",0,0,"2024-08-10",NA
"1497","Pittsburgh, PA","Zip Code","15049","White","05/2023",0,0.45,"2024-08-10",NA
"1498","Pittsburgh, PA","Zip Code","15049","White","06/2023",0,0,"2024-08-10",NA
"1499","Pittsburgh, PA","Zip Code","15049","White","07/2023",0,0.2,"2024-08-10",NA
"1500","Pittsburgh, PA","Zip Code","15049","White","08/2023",0,0,"2024-08-10",NA
"1501","Pittsburgh, PA","Zip Code","15049","White","09/2023",0,0.5,"2024-08-10",NA
"1502","Pittsburgh, PA","Zip Code","15049","White","10/2023",0,0.2,"2024-08-10",NA
"1503","Pittsburgh, PA","Zip Code","15049","White","11/2023",0,0.6,"2024-08-10",NA
"1504","Pittsburgh, PA","Zip Code","15049","White","12/2023",0,0.2,"2024-08-10",NA
"1505","Pittsburgh, PA","Zip Code","15049","White","01/2024",0,0,"2024-08-10",NA
"1506","Pittsburgh, PA","Zip Code","15049","White","02/2024",0,0,"2024-08-10",NA
"1507","Pittsburgh, PA","Zip Code","15049","White","03/2024",0,0,"2024-08-10",NA
"1508","Pittsburgh, PA","Zip Code","15049","White","04/2024",1,0,"2024-08-10",NA
"1509","Pittsburgh, PA","Zip Code","15049","White","05/2024",1,0.45,"2024-08-10",NA
"1510","Pittsburgh, PA","Zip Code","15049","White","06/2024",1,0,"2024-08-10",NA
"1511","Pittsburgh, PA","Zip Code","15049","White","07/2024",1,0.2,"2024-08-10",NA
"1512","Pittsburgh, PA","Zip Code","15049","White","08/2024",0,0,"2024-08-10",NA
"1513","Pittsburgh, PA","Zip Code","15051","White","01/2020",1,0.25,"2024-08-10",NA
"1514","Pittsburgh, PA","Zip Code","15051","White","02/2020",0,0,"2024-08-10",NA
"1515","Pittsburgh, PA","Zip Code","15051","White","03/2020",0,0.5,"2024-08-10",NA
"1516","Pittsburgh, PA","Zip Code","15051","White","04/2020",0,0,"2024-08-10",NA
"1517","Pittsburgh, PA","Zip Code","15051","White","05/2020",0,0,"2024-08-10",NA
"1518","Pittsburgh, PA","Zip Code","15051","White","06/2020",0,0,"2024-08-10",NA
"1519","Pittsburgh, PA","Zip Code","15051","White","07/2020",0,0.2,"2024-08-10",NA
"1520","Pittsburgh, PA","Zip Code","15051","White","08/2020",0,0.4,"2024-08-10",NA
"1521","Pittsburgh, PA","Zip Code","15051","White","09/2020",0,0,"2024-08-10",NA
"1522","Pittsburgh, PA","Zip Code","15051","White","10/2020",0,0.2,"2024-08-10",NA
"1523","Pittsburgh, PA","Zip Code","15051","White","11/2020",0,0,"2024-08-10",NA
"1524","Pittsburgh, PA","Zip Code","15051","White","12/2020",0,0.2,"2024-08-10",NA
"1525","Pittsburgh, PA","Zip Code","15051","White","01/2021",0,0.25,"2024-08-10",NA
"1526","Pittsburgh, PA","Zip Code","15051","White","02/2021",0,0,"2024-08-10",NA
"1527","Pittsburgh, PA","Zip Code","15051","White","03/2021",0,0.5,"2024-08-10",NA
"1528","Pittsburgh, PA","Zip Code","15051","White","04/2021",0,0,"2024-08-10",NA
"1529","Pittsburgh, PA","Zip Code","15051","White","05/2021",0,0,"2024-08-10",NA
"1530","Pittsburgh, PA","Zip Code","15051","White","06/2021",0,0,"2024-08-10",NA
"1531","Pittsburgh, PA","Zip Code","15051","White","07/2021",0,0.2,"2024-08-10",NA
"1532","Pittsburgh, PA","Zip Code","15051","White","08/2021",1,0.4,"2024-08-10",NA
"1533","Pittsburgh, PA","Zip Code","15051","White","09/2021",0,0,"2024-08-10",NA
"1534","Pittsburgh, PA","Zip Code","15051","White","10/2021",0,0.2,"2024-08-10",NA
"1535","Pittsburgh, PA","Zip Code","15051","White","11/2021",0,0,"2024-08-10",NA
"1536","Pittsburgh, PA","Zip Code","15051","White","12/2021",0,0.2,"2024-08-10",NA
"1537","Pittsburgh, PA","Zip Code","15051","White","01/2022",0,0.25,"2024-08-10",NA
"1538","Pittsburgh, PA","Zip Code","15051","White","02/2022",0,0,"2024-08-10",NA
"1539","Pittsburgh, PA","Zip Code","15051","White","03/2022",0,0.5,"2024-08-10",NA
"1540","Pittsburgh, PA","Zip Code","15051","White","04/2022",0,0,"2024-08-10",NA
"1541","Pittsburgh, PA","Zip Code","15051","White","05/2022",0,0,"2024-08-10",NA
"1542","Pittsburgh, PA","Zip Code","15051","White","06/2022",0,0,"2024-08-10",NA
"1543","Pittsburgh, PA","Zip Code","15051","White","07/2022",1,0.2,"2024-08-10",NA
"1544","Pittsburgh, PA","Zip Code","15051","White","08/2022",0,0.4,"2024-08-10",NA
"1545","Pittsburgh, PA","Zip Code","15051","White","09/2022",0,0,"2024-08-10",NA
"1546","Pittsburgh, PA","Zip Code","15051","White","10/2022",0,0.2,"2024-08-10",NA
"1547","Pittsburgh, PA","Zip Code","15051","White","11/2022",0,0,"2024-08-10",NA
"1548","Pittsburgh, PA","Zip Code","15051","White","12/2022",0,0.2,"2024-08-10",NA
"1549","Pittsburgh, PA","Zip Code","15051","White","01/2023",0,0.25,"2024-08-10",NA
"1550","Pittsburgh, PA","Zip Code","15051","White","02/2023",0,0,"2024-08-10",NA
"1551","Pittsburgh, PA","Zip Code","15051","White","03/2023",0,0.5,"2024-08-10",NA
"1552","Pittsburgh, PA","Zip Code","15051","White","04/2023",0,0,"2024-08-10",NA
"1553","Pittsburgh, PA","Zip Code","15051","White","05/2023",1,0,"2024-08-10",NA
"1554","Pittsburgh, PA","Zip Code","15051","White","06/2023",0,0,"2024-08-10",NA
"1555","Pittsburgh, PA","Zip Code","15051","White","07/2023",0,0.2,"2024-08-10",NA
"1556","Pittsburgh, PA","Zip Code","15051","White","08/2023",0,0.4,"2024-08-10",NA
"1557","Pittsburgh, PA","Zip Code","15051","White","09/2023",0,0,"2024-08-10",NA
"1558","Pittsburgh, PA","Zip Code","15051","White","10/2023",0,0.2,"2024-08-10",NA
"1559","Pittsburgh, PA","Zip Code","15051","White","11/2023",0,0,"2024-08-10",NA
"1560","Pittsburgh, PA","Zip Code","15051","White","12/2023",0,0.2,"2024-08-10",NA
"1561","Pittsburgh, PA","Zip Code","15051","White","01/2024",0,0.25,"2024-08-10",NA
"1562","Pittsburgh, PA","Zip Code","15051","White","02/2024",0,0,"2024-08-10",NA
"1563","Pittsburgh, PA","Zip Code","15051","White","03/2024",0,0.5,"2024-08-10",NA
"1564","Pittsburgh, PA","Zip Code","15051","White","04/2024",0,0,"2024-08-10",NA
"1565","Pittsburgh, PA","Zip Code","15051","White","05/2024",0,0,"2024-08-10",NA
"1566","Pittsburgh, PA","Zip Code","15051","White","06/2024",0,0,"2024-08-10",NA
"1567","Pittsburgh, PA","Zip Code","15051","White","07/2024",0,0.2,"2024-08-10",NA
"1568","Pittsburgh, PA","Zip Code","15051","White","08/2024",0,0.2,"2024-08-10",NA
"1569","Pittsburgh, PA","Zip Code","15056","White","01/2020",0,0.25,"2024-08-10",NA
"1570","Pittsburgh, PA","Zip Code","15056","White","02/2020",0,0.2,"2024-08-10",NA
"1571","Pittsburgh, PA","Zip Code","15056","White","03/2020",1,0.45,"2024-08-10",NA
"1572","Pittsburgh, PA","Zip Code","15056","White","04/2020",0,0.45,"2024-08-10",NA
"1573","Pittsburgh, PA","Zip Code","15056","White","05/2020",0,0.6,"2024-08-10",NA
"1574","Pittsburgh, PA","Zip Code","15056","White","06/2020",0,0.7,"2024-08-10",NA
"1575","Pittsburgh, PA","Zip Code","15056","White","07/2020",0,0.933333333333333,"2024-08-10",NA
"1576","Pittsburgh, PA","Zip Code","15056","White","08/2020",0,0.2,"2024-08-10",NA
"1577","Pittsburgh, PA","Zip Code","15056","White","09/2020",1,0.45,"2024-08-10",NA
"1578","Pittsburgh, PA","Zip Code","15056","White","10/2020",0,0.9,"2024-08-10",NA
"1579","Pittsburgh, PA","Zip Code","15056","White","11/2020",0,1.2,"2024-08-10",NA
"1580","Pittsburgh, PA","Zip Code","15056","White","12/2020",0,0.7,"2024-08-10",NA
"1581","Pittsburgh, PA","Zip Code","15056","White","01/2021",0,0.25,"2024-08-10",NA
"1582","Pittsburgh, PA","Zip Code","15056","White","02/2021",0,0.2,"2024-08-10",NA
"1583","Pittsburgh, PA","Zip Code","15056","White","03/2021",0,0.45,"2024-08-10",NA
"1584","Pittsburgh, PA","Zip Code","15056","White","04/2021",0,0.45,"2024-08-10",NA
"1585","Pittsburgh, PA","Zip Code","15056","White","05/2021",1,0.6,"2024-08-10",NA
"1586","Pittsburgh, PA","Zip Code","15056","White","06/2021",0,0.7,"2024-08-10",NA
"1587","Pittsburgh, PA","Zip Code","15056","White","07/2021",1,0.933333333333333,"2024-08-10",NA
"1588","Pittsburgh, PA","Zip Code","15056","White","08/2021",0,0.2,"2024-08-10",NA
"1589","Pittsburgh, PA","Zip Code","15056","White","09/2021",0,0.45,"2024-08-10",NA
"1590","Pittsburgh, PA","Zip Code","15056","White","10/2021",1,0.9,"2024-08-10",NA
"1591","Pittsburgh, PA","Zip Code","15056","White","11/2021",1,1.2,"2024-08-10",NA
"1592","Pittsburgh, PA","Zip Code","15056","White","12/2021",1,0.7,"2024-08-10",NA
"1593","Pittsburgh, PA","Zip Code","15056","White","01/2022",1,0.25,"2024-08-10",NA
"1594","Pittsburgh, PA","Zip Code","15056","White","02/2022",0,0.2,"2024-08-10",NA
"1595","Pittsburgh, PA","Zip Code","15056","White","03/2022",2,0.45,"2024-08-10",NA
"1596","Pittsburgh, PA","Zip Code","15056","White","04/2022",0,0.45,"2024-08-10",NA
"1597","Pittsburgh, PA","Zip Code","15056","White","05/2022",0,0.6,"2024-08-10",NA
"1598","Pittsburgh, PA","Zip Code","15056","White","06/2022",0,0.7,"2024-08-10",NA
"1599","Pittsburgh, PA","Zip Code","15056","White","07/2022",0,0.933333333333333,"2024-08-10",NA
"1600","Pittsburgh, PA","Zip Code","15056","White","08/2022",3,0.2,"2024-08-10",NA
"1601","Pittsburgh, PA","Zip Code","15056","White","09/2022",0,0.45,"2024-08-10",NA
"1602","Pittsburgh, PA","Zip Code","15056","White","10/2022",0,0.9,"2024-08-10",NA
"1603","Pittsburgh, PA","Zip Code","15056","White","11/2022",0,1.2,"2024-08-10",NA
"1604","Pittsburgh, PA","Zip Code","15056","White","12/2022",0,0.7,"2024-08-10",NA
"1605","Pittsburgh, PA","Zip Code","15056","White","01/2023",0,0.25,"2024-08-10",NA
"1606","Pittsburgh, PA","Zip Code","15056","White","02/2023",0,0.2,"2024-08-10",NA
"1607","Pittsburgh, PA","Zip Code","15056","White","03/2023",0,0.45,"2024-08-10",NA
"1608","Pittsburgh, PA","Zip Code","15056","White","04/2023",1,0.45,"2024-08-10",NA
"1609","Pittsburgh, PA","Zip Code","15056","White","05/2023",0,0.6,"2024-08-10",NA
"1610","Pittsburgh, PA","Zip Code","15056","White","06/2023",0,0.7,"2024-08-10",NA
"1611","Pittsburgh, PA","Zip Code","15056","White","07/2023",0,0.933333333333333,"2024-08-10",NA
"1612","Pittsburgh, PA","Zip Code","15056","White","08/2023",0,0.2,"2024-08-10",NA
"1613","Pittsburgh, PA","Zip Code","15056","White","09/2023",0,0.45,"2024-08-10",NA
"1614","Pittsburgh, PA","Zip Code","15056","White","10/2023",0,0.9,"2024-08-10",NA
"1615","Pittsburgh, PA","Zip Code","15056","White","11/2023",0,1.2,"2024-08-10",NA
"1616","Pittsburgh, PA","Zip Code","15056","White","12/2023",0,0.7,"2024-08-10",NA
"1617","Pittsburgh, PA","Zip Code","15056","White","01/2024",0,0.25,"2024-08-10",NA
"1618","Pittsburgh, PA","Zip Code","15056","White","02/2024",0,0.2,"2024-08-10",NA
"1619","Pittsburgh, PA","Zip Code","15056","White","03/2024",0,0.45,"2024-08-10",NA
"1620","Pittsburgh, PA","Zip Code","15056","White","04/2024",1,0.45,"2024-08-10",NA
"1621","Pittsburgh, PA","Zip Code","15056","White","05/2024",0,0.6,"2024-08-10",NA
"1622","Pittsburgh, PA","Zip Code","15056","White","06/2024",1,0.7,"2024-08-10",NA
"1623","Pittsburgh, PA","Zip Code","15056","White","07/2024",0,0.933333333333333,"2024-08-10",NA
"1624","Pittsburgh, PA","Zip Code","15056","White","08/2024",0,0,"2024-08-10",NA
"1625","Pittsburgh, PA","Zip Code","15057","White","01/2020",0,1.1,"2024-08-10",NA
"1626","Pittsburgh, PA","Zip Code","15057","White","02/2020",0,0.4,"2024-08-10",NA
"1627","Pittsburgh, PA","Zip Code","15057","White","03/2020",0,1.5,"2024-08-10",NA
"1628","Pittsburgh, PA","Zip Code","15057","White","04/2020",0,2.86666666666667,"2024-08-10",NA
"1629","Pittsburgh, PA","Zip Code","15057","White","05/2020",0,1.9,"2024-08-10",NA
"1630","Pittsburgh, PA","Zip Code","15057","White","06/2020",0,1.15,"2024-08-10",NA
"1631","Pittsburgh, PA","Zip Code","15057","White","07/2020",0,1.13333333333333,"2024-08-10",NA
"1632","Pittsburgh, PA","Zip Code","15057","White","08/2020",0,2.16666666666667,"2024-08-10",NA
"1633","Pittsburgh, PA","Zip Code","15057","White","09/2020",0,1.75,"2024-08-10",NA
"1634","Pittsburgh, PA","Zip Code","15057","White","10/2020",0,1,"2024-08-10",NA
"1635","Pittsburgh, PA","Zip Code","15057","White","11/2020",0,1.46666666666667,"2024-08-10",NA
"1636","Pittsburgh, PA","Zip Code","15057","White","12/2020",0,1.1,"2024-08-10",NA
"1637","Pittsburgh, PA","Zip Code","15057","White","01/2021",0,1.1,"2024-08-10",NA
"1638","Pittsburgh, PA","Zip Code","15057","White","02/2021",0,0.4,"2024-08-10",NA
"1639","Pittsburgh, PA","Zip Code","15057","White","03/2021",0,1.5,"2024-08-10",NA
"1640","Pittsburgh, PA","Zip Code","15057","White","04/2021",0,2.86666666666667,"2024-08-10",NA
"1641","Pittsburgh, PA","Zip Code","15057","White","05/2021",0,1.9,"2024-08-10",NA
"1642","Pittsburgh, PA","Zip Code","15057","White","06/2021",0,1.15,"2024-08-10",NA
"1643","Pittsburgh, PA","Zip Code","15057","White","07/2021",0,1.13333333333333,"2024-08-10",NA
"1644","Pittsburgh, PA","Zip Code","15057","White","08/2021",0,2.16666666666667,"2024-08-10",NA
"1645","Pittsburgh, PA","Zip Code","15057","White","09/2021",0,1.75,"2024-08-10",NA
"1646","Pittsburgh, PA","Zip Code","15057","White","10/2021",0,1,"2024-08-10",NA
"1647","Pittsburgh, PA","Zip Code","15057","White","11/2021",0,1.46666666666667,"2024-08-10",NA
"1648","Pittsburgh, PA","Zip Code","15057","White","12/2021",0,1.1,"2024-08-10",NA
"1649","Pittsburgh, PA","Zip Code","15057","White","01/2022",0,1.1,"2024-08-10",NA
"1650","Pittsburgh, PA","Zip Code","15057","White","02/2022",0,0.45,"2024-08-10",NA
"1651","Pittsburgh, PA","Zip Code","15057","White","03/2022",0,1.5,"2024-08-10",NA
"1652","Pittsburgh, PA","Zip Code","15057","White","04/2022",0,2.86666666666667,"2024-08-10",NA
"1653","Pittsburgh, PA","Zip Code","15057","White","05/2022",0,1.9,"2024-08-10",NA
"1654","Pittsburgh, PA","Zip Code","15057","White","06/2022",0,1.15,"2024-08-10",NA
"1655","Pittsburgh, PA","Zip Code","15057","White","07/2022",0,1.13333333333333,"2024-08-10",NA
"1656","Pittsburgh, PA","Zip Code","15057","White","08/2022",0,2.16666666666667,"2024-08-10",NA
"1657","Pittsburgh, PA","Zip Code","15057","White","09/2022",0,1.75,"2024-08-10",NA
"1658","Pittsburgh, PA","Zip Code","15057","White","10/2022",0,1,"2024-08-10",NA
"1659","Pittsburgh, PA","Zip Code","15057","White","11/2022",0,1.46666666666667,"2024-08-10",NA
"1660","Pittsburgh, PA","Zip Code","15057","White","12/2022",0,1.1,"2024-08-10",NA
"1661","Pittsburgh, PA","Zip Code","15057","White","01/2023",0,1.1,"2024-08-10",NA
"1662","Pittsburgh, PA","Zip Code","15057","White","02/2023",0,0.45,"2024-08-10",NA
"1663","Pittsburgh, PA","Zip Code","15057","White","03/2023",0,1.5,"2024-08-10",NA
"1664","Pittsburgh, PA","Zip Code","15057","White","04/2023",0,2.86666666666667,"2024-08-10",NA
"1665","Pittsburgh, PA","Zip Code","15057","White","05/2023",0,1.9,"2024-08-10",NA
"1666","Pittsburgh, PA","Zip Code","15057","White","06/2023",0,1.15,"2024-08-10",NA
"1667","Pittsburgh, PA","Zip Code","15057","White","07/2023",0,1.13333333333333,"2024-08-10",NA
"1668","Pittsburgh, PA","Zip Code","15057","White","08/2023",0,2.16666666666667,"2024-08-10",NA
"1669","Pittsburgh, PA","Zip Code","15057","White","09/2023",0,1.75,"2024-08-10",NA
"1670","Pittsburgh, PA","Zip Code","15057","White","10/2023",0,1,"2024-08-10",NA
"1671","Pittsburgh, PA","Zip Code","15057","White","11/2023",0,1.46666666666667,"2024-08-10",NA
"1672","Pittsburgh, PA","Zip Code","15057","White","12/2023",0,1.1,"2024-08-10",NA
"1673","Pittsburgh, PA","Zip Code","15057","White","01/2024",0,1.1,"2024-08-10",NA
"1674","Pittsburgh, PA","Zip Code","15057","White","02/2024",0,0.45,"2024-08-10",NA
"1675","Pittsburgh, PA","Zip Code","15057","White","03/2024",0,1.5,"2024-08-10",NA
"1676","Pittsburgh, PA","Zip Code","15057","White","04/2024",0,2.86666666666667,"2024-08-10",NA
"1677","Pittsburgh, PA","Zip Code","15057","White","05/2024",0,1.9,"2024-08-10",NA
"1678","Pittsburgh, PA","Zip Code","15057","White","06/2024",0,1.15,"2024-08-10",NA
"1679","Pittsburgh, PA","Zip Code","15057","White","07/2024",0,1.13333333333333,"2024-08-10",NA
"1680","Pittsburgh, PA","Zip Code","15057","White","08/2024",0,0.833333333333333,"2024-08-10",NA
"1681","Pittsburgh, PA","Zip Code","15063","White","01/2020",0,0.2,"2024-08-10",NA
"1682","Pittsburgh, PA","Zip Code","15063","White","02/2020",0,0.2,"2024-08-10",NA
"1683","Pittsburgh, PA","Zip Code","15063","White","03/2020",0,0.2,"2024-08-10",NA
"1684","Pittsburgh, PA","Zip Code","15063","White","04/2020",0,0.2,"2024-08-10",NA
"1685","Pittsburgh, PA","Zip Code","15063","White","05/2020",0,0.7,"2024-08-10",NA
"1686","Pittsburgh, PA","Zip Code","15063","White","06/2020",0,0.25,"2024-08-10",NA
"1687","Pittsburgh, PA","Zip Code","15063","White","07/2020",0,0,"2024-08-10",NA
"1688","Pittsburgh, PA","Zip Code","15063","White","08/2020",0,0,"2024-08-10",NA
"1689","Pittsburgh, PA","Zip Code","15063","White","09/2020",0,0,"2024-08-10",NA
"1690","Pittsburgh, PA","Zip Code","15063","White","10/2020",0,0.75,"2024-08-10",NA
"1691","Pittsburgh, PA","Zip Code","15063","White","11/2020",0,0.65,"2024-08-10",NA
"1692","Pittsburgh, PA","Zip Code","15063","White","12/2020",0,0.2,"2024-08-10",NA
"1693","Pittsburgh, PA","Zip Code","15063","White","01/2021",0,0.2,"2024-08-10",NA
"1694","Pittsburgh, PA","Zip Code","15063","White","02/2021",0,0.2,"2024-08-10",NA
"1695","Pittsburgh, PA","Zip Code","15063","White","03/2021",0,0.2,"2024-08-10",NA
"1696","Pittsburgh, PA","Zip Code","15063","White","04/2021",0,0.2,"2024-08-10",NA
"1697","Pittsburgh, PA","Zip Code","15063","White","05/2021",0,0.7,"2024-08-10",NA
"1698","Pittsburgh, PA","Zip Code","15063","White","06/2021",0,0.25,"2024-08-10",NA
"1699","Pittsburgh, PA","Zip Code","15063","White","07/2021",0,0,"2024-08-10",NA
"1700","Pittsburgh, PA","Zip Code","15063","White","08/2021",0,0,"2024-08-10",NA
"1701","Pittsburgh, PA","Zip Code","15063","White","09/2021",0,0,"2024-08-10",NA
"1702","Pittsburgh, PA","Zip Code","15063","White","10/2021",0,0.75,"2024-08-10",NA
"1703","Pittsburgh, PA","Zip Code","15063","White","11/2021",0,0.65,"2024-08-10",NA
"1704","Pittsburgh, PA","Zip Code","15063","White","12/2021",0,0.2,"2024-08-10",NA
"1705","Pittsburgh, PA","Zip Code","15063","White","01/2022",0,0.2,"2024-08-10",NA
"1706","Pittsburgh, PA","Zip Code","15063","White","02/2022",0,0.2,"2024-08-10",NA
"1707","Pittsburgh, PA","Zip Code","15063","White","03/2022",0,0.2,"2024-08-10",NA
"1708","Pittsburgh, PA","Zip Code","15063","White","04/2022",0,0.2,"2024-08-10",NA
"1709","Pittsburgh, PA","Zip Code","15063","White","05/2022",0,0.7,"2024-08-10",NA
"1710","Pittsburgh, PA","Zip Code","15063","White","06/2022",0,0.25,"2024-08-10",NA
"1711","Pittsburgh, PA","Zip Code","15063","White","07/2022",0,0,"2024-08-10",NA
"1712","Pittsburgh, PA","Zip Code","15063","White","08/2022",0,0,"2024-08-10",NA
"1713","Pittsburgh, PA","Zip Code","15063","White","09/2022",0,0,"2024-08-10",NA
"1714","Pittsburgh, PA","Zip Code","15063","White","10/2022",0,0.75,"2024-08-10",NA
"1715","Pittsburgh, PA","Zip Code","15063","White","11/2022",0,0.65,"2024-08-10",NA
"1716","Pittsburgh, PA","Zip Code","15063","White","12/2022",0,0.2,"2024-08-10",NA
"1717","Pittsburgh, PA","Zip Code","15063","White","01/2023",0,0.2,"2024-08-10",NA
"1718","Pittsburgh, PA","Zip Code","15063","White","02/2023",0,0.2,"2024-08-10",NA
"1719","Pittsburgh, PA","Zip Code","15063","White","03/2023",0,0.2,"2024-08-10",NA
"1720","Pittsburgh, PA","Zip Code","15063","White","04/2023",0,0.2,"2024-08-10",NA
"1721","Pittsburgh, PA","Zip Code","15063","White","05/2023",0,0.7,"2024-08-10",NA
"1722","Pittsburgh, PA","Zip Code","15063","White","06/2023",0,0.25,"2024-08-10",NA
"1723","Pittsburgh, PA","Zip Code","15063","White","07/2023",0,0,"2024-08-10",NA
"1724","Pittsburgh, PA","Zip Code","15063","White","08/2023",0,0,"2024-08-10",NA
"1725","Pittsburgh, PA","Zip Code","15063","White","09/2023",0,0,"2024-08-10",NA
"1726","Pittsburgh, PA","Zip Code","15063","White","10/2023",0,0.75,"2024-08-10",NA
"1727","Pittsburgh, PA","Zip Code","15063","White","11/2023",0,0.65,"2024-08-10",NA
"1728","Pittsburgh, PA","Zip Code","15063","White","12/2023",0,0.2,"2024-08-10",NA
"1729","Pittsburgh, PA","Zip Code","15063","White","01/2024",0,0.2,"2024-08-10",NA
"1730","Pittsburgh, PA","Zip Code","15063","White","02/2024",0,0.2,"2024-08-10",NA
"1731","Pittsburgh, PA","Zip Code","15063","White","03/2024",0,0.2,"2024-08-10",NA
"1732","Pittsburgh, PA","Zip Code","15063","White","04/2024",0,0.2,"2024-08-10",NA
"1733","Pittsburgh, PA","Zip Code","15063","White","05/2024",0,0.7,"2024-08-10",NA
"1734","Pittsburgh, PA","Zip Code","15063","White","06/2024",0,0.25,"2024-08-10",NA
"1735","Pittsburgh, PA","Zip Code","15063","White","07/2024",0,0,"2024-08-10",NA
"1736","Pittsburgh, PA","Zip Code","15063","White","08/2024",0,0,"2024-08-10",NA
"1737","Pittsburgh, PA","Zip Code","15064","White","01/2020",0,0.2,"2024-08-10",NA
"1738","Pittsburgh, PA","Zip Code","15064","White","02/2020",0,0.25,"2024-08-10",NA
"1739","Pittsburgh, PA","Zip Code","15064","White","03/2020",0,0.7,"2024-08-10",NA
"1740","Pittsburgh, PA","Zip Code","15064","White","04/2020",0,0.25,"2024-08-10",NA
"1741","Pittsburgh, PA","Zip Code","15064","White","05/2020",0,0,"2024-08-10",NA
"1742","Pittsburgh, PA","Zip Code","15064","White","06/2020",0,0,"2024-08-10",NA
"1743","Pittsburgh, PA","Zip Code","15064","White","07/2020",0,0.2,"2024-08-10",NA
"1744","Pittsburgh, PA","Zip Code","15064","White","08/2020",0,0.25,"2024-08-10",NA
"1745","Pittsburgh, PA","Zip Code","15064","White","09/2020",1,0.6,"2024-08-10",NA
"1746","Pittsburgh, PA","Zip Code","15064","White","10/2020",0,0.25,"2024-08-10",NA
"1747","Pittsburgh, PA","Zip Code","15064","White","11/2020",0,0.2,"2024-08-10",NA
"1748","Pittsburgh, PA","Zip Code","15064","White","12/2020",0,1,"2024-08-10",NA
"1749","Pittsburgh, PA","Zip Code","15064","White","01/2021",0,0.2,"2024-08-10",NA
"1750","Pittsburgh, PA","Zip Code","15064","White","02/2021",0,0.25,"2024-08-10",NA
"1751","Pittsburgh, PA","Zip Code","15064","White","03/2021",1,0.7,"2024-08-10",NA
"1752","Pittsburgh, PA","Zip Code","15064","White","04/2021",0,0.25,"2024-08-10",NA
"1753","Pittsburgh, PA","Zip Code","15064","White","05/2021",0,0,"2024-08-10",NA
"1754","Pittsburgh, PA","Zip Code","15064","White","06/2021",1,0,"2024-08-10",NA
"1755","Pittsburgh, PA","Zip Code","15064","White","07/2021",0,0.2,"2024-08-10",NA
"1756","Pittsburgh, PA","Zip Code","15064","White","08/2021",0,0.25,"2024-08-10",NA
"1757","Pittsburgh, PA","Zip Code","15064","White","09/2021",1,0.6,"2024-08-10",NA
"1758","Pittsburgh, PA","Zip Code","15064","White","10/2021",0,0.25,"2024-08-10",NA
"1759","Pittsburgh, PA","Zip Code","15064","White","11/2021",0,0.2,"2024-08-10",NA
"1760","Pittsburgh, PA","Zip Code","15064","White","12/2021",0,1,"2024-08-10",NA
"1761","Pittsburgh, PA","Zip Code","15064","White","01/2022",0,0.2,"2024-08-10",NA
"1762","Pittsburgh, PA","Zip Code","15064","White","02/2022",0,0.25,"2024-08-10",NA
"1763","Pittsburgh, PA","Zip Code","15064","White","03/2022",1,0.7,"2024-08-10",NA
"1764","Pittsburgh, PA","Zip Code","15064","White","04/2022",1,0.25,"2024-08-10",NA
"1765","Pittsburgh, PA","Zip Code","15064","White","05/2022",0,0,"2024-08-10",NA
"1766","Pittsburgh, PA","Zip Code","15064","White","06/2022",0,0,"2024-08-10",NA
"1767","Pittsburgh, PA","Zip Code","15064","White","07/2022",1,0.2,"2024-08-10",NA
"1768","Pittsburgh, PA","Zip Code","15064","White","08/2022",0,0.25,"2024-08-10",NA
"1769","Pittsburgh, PA","Zip Code","15064","White","09/2022",0,0.6,"2024-08-10",NA
"1770","Pittsburgh, PA","Zip Code","15064","White","10/2022",0,0.25,"2024-08-10",NA
"1771","Pittsburgh, PA","Zip Code","15064","White","11/2022",0,0.2,"2024-08-10",NA
"1772","Pittsburgh, PA","Zip Code","15064","White","12/2022",0,1,"2024-08-10",NA
"1773","Pittsburgh, PA","Zip Code","15064","White","01/2023",0,0.2,"2024-08-10",NA
"1774","Pittsburgh, PA","Zip Code","15064","White","02/2023",3,0.25,"2024-08-10",NA
"1775","Pittsburgh, PA","Zip Code","15064","White","03/2023",0,0.7,"2024-08-10",NA
"1776","Pittsburgh, PA","Zip Code","15064","White","04/2023",0,0.25,"2024-08-10",NA
"1777","Pittsburgh, PA","Zip Code","15064","White","05/2023",1,0,"2024-08-10",NA
"1778","Pittsburgh, PA","Zip Code","15064","White","06/2023",0,0,"2024-08-10",NA
"1779","Pittsburgh, PA","Zip Code","15064","White","07/2023",0,0.2,"2024-08-10",NA
"1780","Pittsburgh, PA","Zip Code","15064","White","08/2023",0,0.25,"2024-08-10",NA
"1781","Pittsburgh, PA","Zip Code","15064","White","09/2023",0,0.6,"2024-08-10",NA
"1782","Pittsburgh, PA","Zip Code","15064","White","10/2023",1,0.25,"2024-08-10",NA
